k,packet_size,traffic,routing,rate,avg_lat,avg_hops
8,256,uniform,min_adapt,0.75,nan,nan
8,256,uniform,min_adapt,0.8,nan,nan
8,256,uniform,min_adapt,0.85,nan,nan
8,256,uniform,min_adapt,0.9,nan,nan
8,256,uniform,min_adapt,0.95,nan,nan
8,256,neighbor,dor,0.05,280.049,6.33742
8,256,neighbor,dor,0.1,291.694,6.20091
8,256,neighbor,dor,0.15,295.796,6.32704
8,256,neighbor,dor,0.2,317.616,6.16307
8,256,neighbor,dor,0.25,319.894,6.21881
8,256,neighbor,dor,0.3,344.718,6.15179
8,256,neighbor,dor,0.35,344.757,6.27549
8,256,neighbor,dor,0.4,370.87,6.16581
8,256,neighbor,dor,0.45,398.793,6.31235
8,256,neighbor,dor,0.5,419.589,6.27554
8,256,neighbor,dor,0.55,449.224,6.14394
8,256,neighbor,dor,0.6,483.939,6.26632
8,256,neighbor,dor,0.65,538.535,6.13684
8,256,neighbor,dor,0.7,567.384,6.17433
8,256,neighbor,dor,0.75,646.697,6.22167
8,256,neighbor,dor,0.8,nan,nan
8,256,neighbor,dor,0.85,nan,nan
8,256,neighbor,dor,0.9,nan,nan
8,256,neighbor,dor,0.95,nan,nan
8,256,allreduce,dor,0.05,267.092,2.0184
8,256,allreduce,dor,0.1,279.119,2.00913
8,256,allreduce,dor,0.15,282.871,2.01887
8,256,allreduce,dor,0.2,305.156,2.00959
8,256,allreduce,dor,0.25,307.319,2.02687
8,256,allreduce,dor,0.3,332.311,2.01603
8,256,allreduce,dor,0.35,331.955,2.00816
8,256,allreduce,dor,0.4,358.416,2.01428
8,256,allreduce,dor,0.45,385.889,2.01116
8,256,allreduce,dor,0.5,406.796,2.01125
8,256,allreduce,dor,0.55,436.823,2.01012
8,256,allreduce,dor,0.6,471.186,2.01543
8,256,allreduce,dor,0.65,526.157,2.01095
8,256,allreduce,dor,0.7,554.891,2.01004
8,256,allreduce,dor,0.75,634.069,2.01218
8,256,allreduce,dor,0.8,nan,nan
8,256,allreduce,dor,0.85,nan,nan
8,256,allreduce,dor,0.9,nan,nan
8,256,allreduce,dor,0.95,nan,nan
8,512,uniform,dor,0.05,716.37,8.99187
8,512,uniform,dor,0.1,nan,nan
8,512,uniform,dor,0.15,nan,nan
8,512,uniform,dor,0.2,nan,nan
8,512,uniform,dor,0.25,nan,nan
8,512,uniform,dor,0.3,nan,nan
8,512,uniform,dor,0.35,nan,nan
8,512,uniform,dor,0.4,nan,nan
8,512,uniform,dor,0.45,nan,nan
8,512,uniform,dor,0.5,nan,nan
8,512,uniform,dor,0.55,nan,nan
8,512,uniform,dor,0.6,nan,nan
8,512,uniform,dor,0.65,nan,nan
8,512,uniform,dor,0.7,nan,nan
8,512,uniform,dor,0.75,nan,nan
8,512,uniform,dor,0.8,nan,nan
8,512,uniform,dor,0.85,nan,nan
8,512,uniform,dor,0.9,nan,nan
8,512,uniform,dor,0.95,nan,nan
8,512,uniform,xy_yx,0.05,718.116,8.53274
8,512,uniform,xy_yx,0.1,nan,nan
8,512,uniform,xy_yx,0.15,nan,nan
8,512,uniform,xy_yx,0.2,nan,nan
8,512,uniform,xy_yx,0.25,nan,nan
8,512,uniform,xy_yx,0.3,nan,nan
8,512,uniform,xy_yx,0.35,nan,nan
8,512,uniform,xy_yx,0.4,nan,nan
8,512,uniform,xy_yx,0.45,nan,nan
8,512,uniform,xy_yx,0.5,nan,nan
8,512,uniform,xy_yx,0.55,nan,nan
8,512,uniform,xy_yx,0.6,nan,nan
8,512,uniform,xy_yx,0.65,nan,nan
8,512,uniform,xy_yx,0.7,nan,nan
8,512,uniform,xy_yx,0.75,nan,nan
8,512,uniform,xy_yx,0.8,nan,nan
8,512,uniform,xy_yx,0.85,nan,nan
8,512,uniform,xy_yx,0.9,nan,nan
8,512,uniform,xy_yx,0.95,nan,nan
8,512,uniform,min_adapt,0.05,716.37,8.99187
8,512,uniform,min_adapt,0.1,nan,nan
8,512,uniform,min_adapt,0.15,nan,nan
8,512,uniform,min_adapt,0.2,nan,nan
8,512,uniform,min_adapt,0.25,nan,nan
8,512,uniform,min_adapt,0.3,nan,nan
8,512,uniform,min_adapt,0.35,nan,nan
8,512,uniform,min_adapt,0.4,nan,nan
8,512,uniform,min_adapt,0.45,nan,nan
8,512,uniform,min_adapt,0.5,nan,nan
8,512,uniform,min_adapt,0.55,nan,nan
8,512,uniform,min_adapt,0.6,nan,nan
8,512,uniform,min_adapt,0.65,nan,nan
8,512,uniform,min_adapt,0.7,nan,nan
8,512,uniform,min_adapt,0.75,nan,nan
8,512,uniform,min_adapt,0.8,nan,nan
8,512,uniform,min_adapt,0.85,nan,nan
8,512,uniform,min_adapt,0.9,nan,nan
8,512,uniform,min_adapt,0.95,nan,nan
8,512,neighbor,dor,0.05,550.64,6.58929
8,512,neighbor,dor,0.1,564.226,6.43976
8,512,neighbor,dor,0.15,576.635,6.11429
8,512,neighbor,dor,0.2,596.41,6.18425
8,512,neighbor,dor,0.25,661.034,6.34198
8,512,neighbor,dor,0.3,653.113,6.13374
8,512,neighbor,dor,0.35,705.812,6.27352
8,512,neighbor,dor,0.4,733.652,6.15187
8,512,neighbor,dor,0.45,758.596,6.09634
8,512,neighbor,dor,0.5,813.351,6.18054
8,512,neighbor,dor,0.55,839.733,6.34749
8,512,neighbor,dor,0.6,nan,nan
8,512,neighbor,dor,0.65,nan,nan
8,512,neighbor,dor,0.7,nan,nan
8,512,neighbor,dor,0.75,nan,nan
8,512,neighbor,dor,0.8,nan,nan
8,512,neighbor,dor,0.85,nan,nan
8,512,neighbor,dor,0.9,nan,nan
8,512,neighbor,dor,0.95,nan,nan
8,512,allreduce,dor,0.05,536.872,2.0
8,512,allreduce,dor,0.1,550.907,2.0
8,512,allreduce,dor,0.15,564.321,2.00952
8,512,allreduce,dor,0.2,583.857,2.0
8,512,allreduce,dor,0.25,648.008,2.0
8,512,allreduce,dor,0.3,640.785,2.02432
8,512,allreduce,dor,0.35,693.038,2.01568
8,512,allreduce,dor,0.4,721.249,2.01752
8,512,allreduce,dor,0.45,746.32,2.00407
8,512,allreduce,dor,0.5,800.852,2.01403
8,512,allreduce,dor,0.55,826.737,2.01529
8,512,allreduce,dor,0.6,nan,nan
8,512,allreduce,dor,0.65,nan,nan
8,512,allreduce,dor,0.7,nan,nan
8,512,allreduce,dor,0.75,nan,nan
8,512,allreduce,dor,0.8,nan,nan
8,512,allreduce,dor,0.85,nan,nan
8,512,allreduce,dor,0.9,nan,nan
8,512,allreduce,dor,0.95,nan,nan
